Black Adam	COMING_SOON	Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods - and imprisoned just as quickly - Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.	Action, Adventure, Fantasy	James Collet-Serra	Dwayne Johnson, Aldis Hodge, Pierce Brosnan, Noah Centineo, Sarah Shahi, Marwan Kenzari, Quintessa Swindell, Bodhi Sabongui	PG-13	S0001
Talbis Iblis	COMING_SOON	To protect their family's name from being scarred, Hajar who is pregnant out of wedlock, is being forced by her mother to have the baby far away from Kuala Lumpur. After several tries to aborting the child, her baby is alive, but now with a cleft lip, which only caused Hajar to further despise her unborn child. Hajar and her husband Arshad meet a midwife, Mak Ju who specializes in providing the best care before and after childbirth to fulfil her family's request. After spending a few days under her care, Hajar finds in Mak Ju the mother she never had someone loving and motherly. Eventually, Hajar begins to feel love for her baby, inspired by the motherly love Mak Ju had shown to Hajar herself. But unbeknownst to Hajar, Mak Ju's ill intentions would soon come to harm Hajar and her precious	Horror	Khabir Bhatia	Zul Ariffin, Azira Shafinaz, Nasha Aziz, Amir Nafis, Jay Iswazir	NC-16	S0002
Prince	COMING_SOON	Anbu a social science teacher in the town of Devanakottai falls in with a young British woman Jessica who come to teach English in the same school as Anbu. The love leads to a comedy of errors due to the difference in the cultures and opinions of the people of the town and the couple themselves. Will anbu and jessica unite inspire o all of these discriminations and the differences that the society has forced upon them? A fun filled comedy of errors which celebrates the idea of harmony and peace in a world filled with discriminations and differences.	Comedy	Mr. Anudeep	Sivakarthikeyan, Sathyaraj, Maria Ryaboshapka	PG-13	132
